File Path,Label
augmented_symbols/Screenshot 2024-08-05 at 17.35.34/aug_10.png,Screenshot 2024-08-05 at 17.35.34
augmented_symbols/Screenshot 2024-08-05 at 17.35.34/aug_18.png,Screenshot 2024-08-05 at 17.35.34
augmented_symbols/Screenshot 2024-08-05 at 17.35.34/aug_19.png,Screenshot 2024-08-05 at 17.35.34
augmented_symbols/Screenshot 2024-08-05 at 17.35.34/aug_9.png,Screenshot 2024-08-05 at 17.35.34
augmented_symbols/Screenshot 2024-08-05 at 17.35.34/aug_8.png,Screenshot 2024-08-05 at 17.35.34
augmented_symbols/Screenshot 2024-08-05 at 17.48.38/aug_6.png,Screenshot 2024-08-05 at 17.48.38
augmented_symbols/Screenshot 2024-08-05 at 17.48.38/aug_7.png,Screenshot 2024-08-05 at 17.48.38
augmented_symbols/Screenshot 2024-08-05 at 17.48.38/aug_5.png,Screenshot 2024-08-05 at 17.48.38
augmented_symbols/Screenshot 2024-08-05 at 17.48.38/aug_4.png,Screenshot 2024-08-05 at 17.48.38
augmented_symbols/Screenshot 2024-08-05 at 17.48.38/aug_0.png,Screenshot 2024-08-05 at 17.48.38
augmented_symbols/Screenshot 2024-08-05 at 17.48.38/aug_1.png,Screenshot 2024-08-05 at 17.48.38
augmented_symbols/Screenshot 2024-08-05 at 17.48.38/aug_3.png,Screenshot 2024-08-05 at 17.48.38
augmented_symbols/Screenshot 2024-08-05 at 17.48.38/aug_2.png,Screenshot 2024-08-05 at 17.48.38
augmented_symbols/Screenshot 2024-08-05 at 17.48.38/aug_14.png,Screenshot 2024-08-05 at 17.48.38
augmented_symbols/Screenshot 2024-08-05 at 17.48.38/aug_15.png,Screenshot 2024-08-05 at 17.48.38
augmented_symbols/Screenshot 2024-08-05 at 17.48.38/aug_17.png,Screenshot 2024-08-05 at 17.48.38
augmented_symbols/Screenshot 2024-08-05 at 17.48.38/aug_16.png,Screenshot 2024-08-05 at 17.48.38
augmented_symbols/Screenshot 2024-08-05 at 17.48.38/aug_12.png,Screenshot 2024-08-05 at 17.48.38
augmented_symbols/Screenshot 2024-08-05 at 17.48.38/aug_13.png,Screenshot 2024-08-05 at 17.48.38
augmented_symbols/Screenshot 2024-08-05 at 17.48.38/aug_11.png,Screenshot 2024-08-05 at 17.48.38
augmented_symbols/Screenshot 2024-08-05 at 17.48.38/aug_10.png,Screenshot 2024-08-05 at 17.48.38
augmented_symbols/Screenshot 2024-08-05 at 17.48.38/aug_18.png,Screenshot 2024-08-05 at 17.48.38
augmented_symbols/Screenshot 2024-08-05 at 17.48.38/aug_19.png,Screenshot 2024-08-05 at 17.48.38
augmented_symbols/Screenshot 2024-08-05 at 17.48.38/aug_9.png,Screenshot 2024-08-05 at 17.48.38
augmented_symbols/Screenshot 2024-08-05 at 17.48.38/aug_8.png,Screenshot 2024-08-05 at 17.48.38
augmented_symbols/Screenshot 2024-08-05 at 17.40.58/aug_6.png,Screenshot 2024-08-05 at 17.40.58
augmented_symbols/Screenshot 2024-08-05 at 17.40.58/aug_7.png,Screenshot 2024-08-05 at 17.40.58
augmented_symbols/Screenshot 2024-08-05 at 17.40.58/aug_5.png,Screenshot 2024-08-05 at 17.40.58
augmented_symbols/Screenshot 2024-08-05 at 17.40.58/aug_4.png,Screenshot 2024-08-05 at 17.40.58
augmented_symbols/Screenshot 2024-08-05 at 17.40.58/aug_0.png,Screenshot 2024-08-05 at 17.40.58
augmented_symbols/Screenshot 2024-08-05 at 17.40.58/aug_1.png,Screenshot 2024-08-05 at 17.40.58
augmented_symbols/Screenshot 2024-08-05 at 17.40.58/aug_3.png,Screenshot 2024-08-05 at 17.40.58
augmented_symbols/Screenshot 2024-08-05 at 17.40.58/aug_2.png,Screenshot 2024-08-05 at 17.40.58
augmented_symbols/Screenshot 2024-08-05 at 17.40.58/aug_14.png,Screenshot 2024-08-05 at 17.40.58
augmented_symbols/Screenshot 2024-08-05 at 17.40.58/aug_15.png,Screenshot 2024-08-05 at 17.40.58
augmented_symbols/Screenshot 2024-08-05 at 17.40.58/aug_17.png,Screenshot 2024-08-05 at 17.40.58
augmented_symbols/Screenshot 2024-08-05 at 17.40.58/aug_16.png,Screenshot 2024-08-05 at 17.40.58
augmented_symbols/Screenshot 2024-08-05 at 17.40.58/aug_12.png,Screenshot 2024-08-05 at 17.40.58
augmented_symbols/Screenshot 2024-08-05 at 17.40.58/aug_13.png,Screenshot 2024-08-05 at 17.40.58
augmented_symbols/Screenshot 2024-08-05 at 17.40.58/aug_11.png,Screenshot 2024-08-05 at 17.40.58
augmented_symbols/Screenshot 2024-08-05 at 17.40.58/aug_10.png,Screenshot 2024-08-05 at 17.40.58
augmented_symbols/Screenshot 2024-08-05 at 17.40.58/aug_18.png,Screenshot 2024-08-05 at 17.40.58
augmented_symbols/Screenshot 2024-08-05 at 17.40.58/aug_19.png,Screenshot 2024-08-05 at 17.40.58
augmented_symbols/Screenshot 2024-08-05 at 17.40.58/aug_9.png,Screenshot 2024-08-05 at 17.40.58
augmented_symbols/Screenshot 2024-08-05 at 17.40.58/aug_8.png,Screenshot 2024-08-05 at 17.40.58
augmented_symbols/Screenshot 2024-08-05 at 17.48.07/aug_6.png,Screenshot 2024-08-05 at 17.48.07
augmented_symbols/Screenshot 2024-08-05 at 17.48.07/aug_7.png,Screenshot 2024-08-05 at 17.48.07
augmented_symbols/Screenshot 2024-08-05 at 17.48.07/aug_5.png,Screenshot 2024-08-05 at 17.48.07
augmented_symbols/Screenshot 2024-08-05 at 17.48.07/aug_4.png,Screenshot 2024-08-05 at 17.48.07
augmented_symbols/Screenshot 2024-08-05 at 17.48.07/aug_0.png,Screenshot 2024-08-05 at 17.48.07
augmented_symbols/Screenshot 2024-08-05 at 17.48.07/aug_1.png,Screenshot 2024-08-05 at 17.48.07
augmented_symbols/Screenshot 2024-08-05 at 17.48.07/aug_3.png,Screenshot 2024-08-05 at 17.48.07
augmented_symbols/Screenshot 2024-08-05 at 17.48.07/aug_2.png,Screenshot 2024-08-05 at 17.48.07
augmented_symbols/Screenshot 2024-08-05 at 17.48.07/aug_14.png,Screenshot 2024-08-05 at 17.48.07
augmented_symbols/Screenshot 2024-08-05 at 17.48.07/aug_15.png,Screenshot 2024-08-05 at 17.48.07
augmented_symbols/Screenshot 2024-08-05 at 17.48.07/aug_17.png,Screenshot 2024-08-05 at 17.48.07
augmented_symbols/Screenshot 2024-08-05 at 17.48.07/aug_16.png,Screenshot 2024-08-05 at 17.48.07
augmented_symbols/Screenshot 2024-08-05 at 17.48.07/aug_12.png,Screenshot 2024-08-05 at 17.48.07
augmented_symbols/Screenshot 2024-08-05 at 17.48.07/aug_13.png,Screenshot 2024-08-05 at 17.48.07
augmented_symbols/Screenshot 2024-08-05 at 17.48.07/aug_11.png,Screenshot 2024-08-05 at 17.48.07
augmented_symbols/Screenshot 2024-08-05 at 17.48.07/aug_10.png,Screenshot 2024-08-05 at 17.48.07
augmented_symbols/Screenshot 2024-08-05 at 17.48.07/aug_18.png,Screenshot 2024-08-05 at 17.48.07
augmented_symbols/Screenshot 2024-08-05 at 17.48.07/aug_19.png,Screenshot 2024-08-05 at 17.48.07
augmented_symbols/Screenshot 2024-08-05 at 17.48.07/aug_9.png,Screenshot 2024-08-05 at 17.48.07
augmented_symbols/Screenshot 2024-08-05 at 17.48.07/aug_8.png,Screenshot 2024-08-05 at 17.48.07
augmented_symbols/Screenshot 2024-08-05 at 17.29.30/aug_6.png,Screenshot 2024-08-05 at 17.29.30
augmented_symbols/Screenshot 2024-08-05 at 17.29.30/aug_7.png,Screenshot 2024-08-05 at 17.29.30
augmented_symbols/Screenshot 2024-08-05 at 17.29.30/aug_5.png,Screenshot 2024-08-05 at 17.29.30
augmented_symbols/Screenshot 2024-08-05 at 17.29.30/aug_4.png,Screenshot 2024-08-05 at 17.29.30
augmented_symbols/Screenshot 2024-08-05 at 17.29.30/aug_0.png,Screenshot 2024-08-05 at 17.29.30
augmented_symbols/Screenshot 2024-08-05 at 17.29.30/aug_1.png,Screenshot 2024-08-05 at 17.29.30
augmented_symbols/Screenshot 2024-08-05 at 17.29.30/aug_3.png,Screenshot 2024-08-05 at 17.29.30
augmented_symbols/Screenshot 2024-08-05 at 17.29.30/aug_2.png,Screenshot 2024-08-05 at 17.29.30
augmented_symbols/Screenshot 2024-08-05 at 17.29.30/aug_14.png,Screenshot 2024-08-05 at 17.29.30
augmented_symbols/Screenshot 2024-08-05 at 17.29.30/aug_15.png,Screenshot 2024-08-05 at 17.29.30
augmented_symbols/Screenshot 2024-08-05 at 17.29.30/aug_17.png,Screenshot 2024-08-05 at 17.29.30
augmented_symbols/Screenshot 2024-08-05 at 17.29.30/aug_16.png,Screenshot 2024-08-05 at 17.29.30
augmented_symbols/Screenshot 2024-08-05 at 17.29.30/aug_12.png,Screenshot 2024-08-05 at 17.29.30
augmented_symbols/Screenshot 2024-08-05 at 17.29.30/aug_13.png,Screenshot 2024-08-05 at 17.29.30
augmented_symbols/Screenshot 2024-08-05 at 17.29.30/aug_11.png,Screenshot 2024-08-05 at 17.29.30
augmented_symbols/Screenshot 2024-08-05 at 17.29.30/aug_10.png,Screenshot 2024-08-05 at 17.29.30
augmented_symbols/Screenshot 2024-08-05 at 17.29.30/aug_18.png,Screenshot 2024-08-05 at 17.29.30
augmented_symbols/Screenshot 2024-08-05 at 17.29.30/aug_19.png,Screenshot 2024-08-05 at 17.29.30
augmented_symbols/Screenshot 2024-08-05 at 17.29.30/aug_9.png,Screenshot 2024-08-05 at 17.29.30
augmented_symbols/Screenshot 2024-08-05 at 17.29.30/aug_8.png,Screenshot 2024-08-05 at 17.29.30
augmented_symbols/Screenshot 2024-08-05 at 17.54.04/aug_6.png,Screenshot 2024-08-05 at 17.54.04
augmented_symbols/Screenshot 2024-08-05 at 17.54.04/aug_7.png,Screenshot 2024-08-05 at 17.54.04
augmented_symbols/Screenshot 2024-08-05 at 17.54.04/aug_5.png,Screenshot 2024-08-05 at 17.54.04
augmented_symbols/Screenshot 2024-08-05 at 17.54.04/aug_4.png,Screenshot 2024-08-05 at 17.54.04
augmented_symbols/Screenshot 2024-08-05 at 17.54.04/aug_0.png,Screenshot 2024-08-05 at 17.54.04
augmented_symbols/Screenshot 2024-08-05 at 17.54.04/aug_1.png,Screenshot 2024-08-05 at 17.54.04
augmented_symbols/Screenshot 2024-08-05 at 17.54.04/aug_3.png,Screenshot 2024-08-05 at 17.54.04
augmented_symbols/Screenshot 2024-08-05 at 17.54.04/aug_2.png,Screenshot 2024-08-05 at 17.54.04
augmented_symbols/Screenshot 2024-08-05 at 17.54.04/aug_14.png,Screenshot 2024-08-05 at 17.54.04
augmented_symbols/Screenshot 2024-08-05 at 17.54.04/aug_15.png,Screenshot 2024-08-05 at 17.54.04
augmented_symbols/Screenshot 2024-08-05 at 17.54.04/aug_17.png,Screenshot 2024-08-05 at 17.54.04
augmented_symbols/Screenshot 2024-08-05 at 17.54.04/aug_16.png,Screenshot 2024-08-05 at 17.54.04
augmented_symbols/Screenshot 2024-08-05 at 17.54.04/aug_12.png,Screenshot 2024-08-05 at 17.54.04
augmented_symbols/Screenshot 2024-08-05 at 17.54.04/aug_13.png,Screenshot 2024-08-05 at 17.54.04
augmented_symbols/Screenshot 2024-08-05 at 17.54.04/aug_11.png,Screenshot 2024-08-05 at 17.54.04
augmented_symbols/Screenshot 2024-08-05 at 17.54.04/aug_10.png,Screenshot 2024-08-05 at 17.54.04
augmented_symbols/Screenshot 2024-08-05 at 17.54.04/aug_18.png,Screenshot 2024-08-05 at 17.54.04
augmented_symbols/Screenshot 2024-08-05 at 17.54.04/aug_19.png,Screenshot 2024-08-05 at 17.54.04
augmented_symbols/Screenshot 2024-08-05 at 17.54.04/aug_9.png,Screenshot 2024-08-05 at 17.54.04
augmented_symbols/Screenshot 2024-08-05 at 17.54.04/aug_8.png,Screenshot 2024-08-05 at 17.54.04
augmented_symbols/Screenshot 2024-08-05 at 17.43.47/aug_6.png,Screenshot 2024-08-05 at 17.43.47
augmented_symbols/Screenshot 2024-08-05 at 17.43.47/aug_7.png,Screenshot 2024-08-05 at 17.43.47
augmented_symbols/Screenshot 2024-08-05 at 17.43.47/aug_5.png,Screenshot 2024-08-05 at 17.43.47
augmented_symbols/Screenshot 2024-08-05 at 17.43.47/aug_4.png,Screenshot 2024-08-05 at 17.43.47
augmented_symbols/Screenshot 2024-08-05 at 17.43.47/aug_0.png,Screenshot 2024-08-05 at 17.43.47
augmented_symbols/Screenshot 2024-08-05 at 17.43.47/aug_1.png,Screenshot 2024-08-05 at 17.43.47
augmented_symbols/Screenshot 2024-08-05 at 17.43.47/aug_3.png,Screenshot 2024-08-05 at 17.43.47
augmented_symbols/Screenshot 2024-08-05 at 17.43.47/aug_2.png,Screenshot 2024-08-05 at 17.43.47
augmented_symbols/Screenshot 2024-08-05 at 17.43.47/aug_14.png,Screenshot 2024-08-05 at 17.43.47
augmented_symbols/Screenshot 2024-08-05 at 17.43.47/aug_15.png,Screenshot 2024-08-05 at 17.43.47
augmented_symbols/Screenshot 2024-08-05 at 17.43.47/aug_17.png,Screenshot 2024-08-05 at 17.43.47
augmented_symbols/Screenshot 2024-08-05 at 17.43.47/aug_16.png,Screenshot 2024-08-05 at 17.43.47
augmented_symbols/Screenshot 2024-08-05 at 17.43.47/aug_12.png,Screenshot 2024-08-05 at 17.43.47
augmented_symbols/Screenshot 2024-08-05 at 17.43.47/aug_13.png,Screenshot 2024-08-05 at 17.43.47
augmented_symbols/Screenshot 2024-08-05 at 17.43.47/aug_11.png,Screenshot 2024-08-05 at 17.43.47
augmented_symbols/Screenshot 2024-08-05 at 17.43.47/aug_10.png,Screenshot 2024-08-05 at 17.43.47
augmented_symbols/Screenshot 2024-08-05 at 17.43.47/aug_18.png,Screenshot 2024-08-05 at 17.43.47
augmented_symbols/Screenshot 2024-08-05 at 17.43.47/aug_19.png,Screenshot 2024-08-05 at 17.43.47
augmented_symbols/Screenshot 2024-08-05 at 17.43.47/aug_9.png,Screenshot 2024-08-05 at 17.43.47
augmented_symbols/Screenshot 2024-08-05 at 17.43.47/aug_8.png,Screenshot 2024-08-05 at 17.43.47
augmented_symbols/Screenshot 2024-08-05 at 17.48.00/aug_6.png,Screenshot 2024-08-05 at 17.48.00
augmented_symbols/Screenshot 2024-08-05 at 17.48.00/aug_7.png,Screenshot 2024-08-05 at 17.48.00
augmented_symbols/Screenshot 2024-08-05 at 17.48.00/aug_5.png,Screenshot 2024-08-05 at 17.48.00
augmented_symbols/Screenshot 2024-08-05 at 17.48.00/aug_4.png,Screenshot 2024-08-05 at 17.48.00
augmented_symbols/Screenshot 2024-08-05 at 17.48.00/aug_0.png,Screenshot 2024-08-05 at 17.48.00
augmented_symbols/Screenshot 2024-08-05 at 17.48.00/aug_1.png,Screenshot 2024-08-05 at 17.48.00
augmented_symbols/Screenshot 2024-08-05 at 17.48.00/aug_3.png,Screenshot 2024-08-05 at 17.48.00
augmented_symbols/Screenshot 2024-08-05 at 17.48.00/aug_2.png,Screenshot 2024-08-05 at 17.48.00
augmented_symbols/Screenshot 2024-08-05 at 17.48.00/aug_14.png,Screenshot 2024-08-05 at 17.48.00
augmented_symbols/Screenshot 2024-08-05 at 17.48.00/aug_15.png,Screenshot 2024-08-05 at 17.48.00
augmented_symbols/Screenshot 2024-08-05 at 17.48.00/aug_17.png,Screenshot 2024-08-05 at 17.48.00
augmented_symbols/Screenshot 2024-08-05 at 17.48.00/aug_16.png,Screenshot 2024-08-05 at 17.48.00
augmented_symbols/Screenshot 2024-08-05 at 17.48.00/aug_12.png,Screenshot 2024-08-05 at 17.48.00
augmented_symbols/Screenshot 2024-08-05 at 17.48.00/aug_13.png,Screenshot 2024-08-05 at 17.48.00
augmented_symbols/Screenshot 2024-08-05 at 17.48.00/aug_11.png,Screenshot 2024-08-05 at 17.48.00
augmented_symbols/Screenshot 2024-08-05 at 17.48.00/aug_10.png,Screenshot 2024-08-05 at 17.48.00
augmented_symbols/Screenshot 2024-08-05 at 17.48.00/aug_18.png,Screenshot 2024-08-05 at 17.48.00
augmented_symbols/Screenshot 2024-08-05 at 17.48.00/aug_19.png,Screenshot 2024-08-05 at 17.48.00
augmented_symbols/Screenshot 2024-08-05 at 17.48.00/aug_9.png,Screenshot 2024-08-05 at 17.48.00
augmented_symbols/Screenshot 2024-08-05 at 17.48.00/aug_8.png,Screenshot 2024-08-05 at 17.48.00
augmented_symbols/Screenshot 2024-08-05 at 17.20.03/aug_6.png,Screenshot 2024-08-05 at 17.20.03
augmented_symbols/Screenshot 2024-08-05 at 17.20.03/aug_7.png,Screenshot 2024-08-05 at 17.20.03
augmented_symbols/Screenshot 2024-08-05 at 17.20.03/aug_5.png,Screenshot 2024-08-05 at 17.20.03
augmented_symbols/Screenshot 2024-08-05 at 17.20.03/aug_4.png,Screenshot 2024-08-05 at 17.20.03
augmented_symbols/Screenshot 2024-08-05 at 17.20.03/aug_0.png,Screenshot 2024-08-05 at 17.20.03
augmented_symbols/Screenshot 2024-08-05 at 17.20.03/aug_1.png,Screenshot 2024-08-05 at 17.20.03
augmented_symbols/Screenshot 2024-08-05 at 17.20.03/aug_3.png,Screenshot 2024-08-05 at 17.20.03
augmented_symbols/Screenshot 2024-08-05 at 17.20.03/aug_2.png,Screenshot 2024-08-05 at 17.20.03
augmented_symbols/Screenshot 2024-08-05 at 17.20.03/aug_14.png,Screenshot 2024-08-05 at 17.20.03
augmented_symbols/Screenshot 2024-08-05 at 17.20.03/aug_15.png,Screenshot 2024-08-05 at 17.20.03
augmented_symbols/Screenshot 2024-08-05 at 17.20.03/aug_17.png,Screenshot 2024-08-05 at 17.20.03
augmented_symbols/Screenshot 2024-08-05 at 17.20.03/aug_16.png,Screenshot 2024-08-05 at 17.20.03
augmented_symbols/Screenshot 2024-08-05 at 17.20.03/aug_12.png,Screenshot 2024-08-05 at 17.20.03
augmented_symbols/Screenshot 2024-08-05 at 17.20.03/aug_13.png,Screenshot 2024-08-05 at 17.20.03
augmented_symbols/Screenshot 2024-08-05 at 17.20.03/aug_11.png,Screenshot 2024-08-05 at 17.20.03
augmented_symbols/Screenshot 2024-08-05 at 17.20.03/aug_10.png,Screenshot 2024-08-05 at 17.20.03
augmented_symbols/Screenshot 2024-08-05 at 17.20.03/aug_18.png,Screenshot 2024-08-05 at 17.20.03
augmented_symbols/Screenshot 2024-08-05 at 17.20.03/aug_19.png,Screenshot 2024-08-05 at 17.20.03
augmented_symbols/Screenshot 2024-08-05 at 17.20.03/aug_9.png,Screenshot 2024-08-05 at 17.20.03
augmented_symbols/Screenshot 2024-08-05 at 17.20.03/aug_8.png,Screenshot 2024-08-05 at 17.20.03
augmented_symbols/Screenshot 2024-08-05 at 17.46.23/aug_6.png,Screenshot 2024-08-05 at 17.46.23
augmented_symbols/Screenshot 2024-08-05 at 17.46.23/aug_7.png,Screenshot 2024-08-05 at 17.46.23
augmented_symbols/Screenshot 2024-08-05 at 17.46.23/aug_5.png,Screenshot 2024-08-05 at 17.46.23
augmented_symbols/Screenshot 2024-08-05 at 17.46.23/aug_4.png,Screenshot 2024-08-05 at 17.46.23
augmented_symbols/Screenshot 2024-08-05 at 17.46.23/aug_0.png,Screenshot 2024-08-05 at 17.46.23
augmented_symbols/Screenshot 2024-08-05 at 17.46.23/aug_1.png,Screenshot 2024-08-05 at 17.46.23
augmented_symbols/Screenshot 2024-08-05 at 17.46.23/aug_3.png,Screenshot 2024-08-05 at 17.46.23
augmented_symbols/Screenshot 2024-08-05 at 17.46.23/aug_2.png,Screenshot 2024-08-05 at 17.46.23
augmented_symbols/Screenshot 2024-08-05 at 17.46.23/aug_14.png,Screenshot 2024-08-05 at 17.46.23
augmented_symbols/Screenshot 2024-08-05 at 17.46.23/aug_15.png,Screenshot 2024-08-05 at 17.46.23
augmented_symbols/Screenshot 2024-08-05 at 17.46.23/aug_17.png,Screenshot 2024-08-05 at 17.46.23
augmented_symbols/Screenshot 2024-08-05 at 17.46.23/aug_16.png,Screenshot 2024-08-05 at 17.46.23
augmented_symbols/Screenshot 2024-08-05 at 17.46.23/aug_12.png,Screenshot 2024-08-05 at 17.46.23
augmented_symbols/Screenshot 2024-08-05 at 17.46.23/aug_13.png,Screenshot 2024-08-05 at 17.46.23
augmented_symbols/Screenshot 2024-08-05 at 17.46.23/aug_11.png,Screenshot 2024-08-05 at 17.46.23
augmented_symbols/Screenshot 2024-08-05 at 17.46.23/aug_10.png,Screenshot 2024-08-05 at 17.46.23
augmented_symbols/Screenshot 2024-08-05 at 17.46.23/aug_18.png,Screenshot 2024-08-05 at 17.46.23
augmented_symbols/Screenshot 2024-08-05 at 17.46.23/aug_19.png,Screenshot 2024-08-05 at 17.46.23
augmented_symbols/Screenshot 2024-08-05 at 17.46.23/aug_9.png,Screenshot 2024-08-05 at 17.46.23
augmented_symbols/Screenshot 2024-08-05 at 17.46.23/aug_8.png,Screenshot 2024-08-05 at 17.46.23
augmented_symbols/Screenshot 2024-08-05 at 17.49.53/aug_6.png,Screenshot 2024-08-05 at 17.49.53
augmented_symbols/Screenshot 2024-08-05 at 17.49.53/aug_7.png,Screenshot 2024-08-05 at 17.49.53
augmented_symbols/Screenshot 2024-08-05 at 17.49.53/aug_5.png,Screenshot 2024-08-05 at 17.49.53
augmented_symbols/Screenshot 2024-08-05 at 17.49.53/aug_4.png,Screenshot 2024-08-05 at 17.49.53
augmented_symbols/Screenshot 2024-08-05 at 17.49.53/aug_0.png,Screenshot 2024-08-05 at 17.49.53
augmented_symbols/Screenshot 2024-08-05 at 17.49.53/aug_1.png,Screenshot 2024-08-05 at 17.49.53
augmented_symbols/Screenshot 2024-08-05 at 17.49.53/aug_3.png,Screenshot 2024-08-05 at 17.49.53
augmented_symbols/Screenshot 2024-08-05 at 17.49.53/aug_2.png,Screenshot 2024-08-05 at 17.49.53
augmented_symbols/Screenshot 2024-08-05 at 17.49.53/aug_14.png,Screenshot 2024-08-05 at 17.49.53
augmented_symbols/Screenshot 2024-08-05 at 17.49.53/aug_15.png,Screenshot 2024-08-05 at 17.49.53
augmented_symbols/Screenshot 2024-08-05 at 17.49.53/aug_17.png,Screenshot 2024-08-05 at 17.49.53
augmented_symbols/Screenshot 2024-08-05 at 17.49.53/aug_16.png,Screenshot 2024-08-05 at 17.49.53
augmented_symbols/Screenshot 2024-08-05 at 17.49.53/aug_12.png,Screenshot 2024-08-05 at 17.49.53
augmented_symbols/Screenshot 2024-08-05 at 17.49.53/aug_13.png,Screenshot 2024-08-05 at 17.49.53
augmented_symbols/Screenshot 2024-08-05 at 17.49.53/aug_11.png,Screenshot 2024-08-05 at 17.49.53
augmented_symbols/Screenshot 2024-08-05 at 17.49.53/aug_10.png,Screenshot 2024-08-05 at 17.49.53
augmented_symbols/Screenshot 2024-08-05 at 17.49.53/aug_18.png,Screenshot 2024-08-05 at 17.49.53
augmented_symbols/Screenshot 2024-08-05 at 17.49.53/aug_19.png,Screenshot 2024-08-05 at 17.49.53
augmented_symbols/Screenshot 2024-08-05 at 17.49.53/aug_9.png,Screenshot 2024-08-05 at 17.49.53
augmented_symbols/Screenshot 2024-08-05 at 17.49.53/aug_8.png,Screenshot 2024-08-05 at 17.49.53
augmented_symbols/Screenshot 2024-08-05 at 17.33.48/aug_6.png,Screenshot 2024-08-05 at 17.33.48
augmented_symbols/Screenshot 2024-08-05 at 17.33.48/aug_7.png,Screenshot 2024-08-05 at 17.33.48
augmented_symbols/Screenshot 2024-08-05 at 17.33.48/aug_5.png,Screenshot 2024-08-05 at 17.33.48
augmented_symbols/Screenshot 2024-08-05 at 17.33.48/aug_4.png,Screenshot 2024-08-05 at 17.33.48
augmented_symbols/Screenshot 2024-08-05 at 17.33.48/aug_0.png,Screenshot 2024-08-05 at 17.33.48
augmented_symbols/Screenshot 2024-08-05 at 17.33.48/aug_1.png,Screenshot 2024-08-05 at 17.33.48
augmented_symbols/Screenshot 2024-08-05 at 17.33.48/aug_3.png,Screenshot 2024-08-05 at 17.33.48
augmented_symbols/Screenshot 2024-08-05 at 17.33.48/aug_2.png,Screenshot 2024-08-05 at 17.33.48
augmented_symbols/Screenshot 2024-08-05 at 17.33.48/aug_14.png,Screenshot 2024-08-05 at 17.33.48
augmented_symbols/Screenshot 2024-08-05 at 17.33.48/aug_15.png,Screenshot 2024-08-05 at 17.33.48
augmented_symbols/Screenshot 2024-08-05 at 17.33.48/aug_17.png,Screenshot 2024-08-05 at 17.33.48
augmented_symbols/Screenshot 2024-08-05 at 17.33.48/aug_16.png,Screenshot 2024-08-05 at 17.33.48
augmented_symbols/Screenshot 2024-08-05 at 17.33.48/aug_12.png,Screenshot 2024-08-05 at 17.33.48
augmented_symbols/Screenshot 2024-08-05 at 17.33.48/aug_13.png,Screenshot 2024-08-05 at 17.33.48
augmented_symbols/Screenshot 2024-08-05 at 17.33.48/aug_11.png,Screenshot 2024-08-05 at 17.33.48
augmented_symbols/Screenshot 2024-08-05 at 17.33.48/aug_10.png,Screenshot 2024-08-05 at 17.33.48
augmented_symbols/Screenshot 2024-08-05 at 17.33.48/aug_18.png,Screenshot 2024-08-05 at 17.33.48
augmented_symbols/Screenshot 2024-08-05 at 17.33.48/aug_19.png,Screenshot 2024-08-05 at 17.33.48
augmented_symbols/Screenshot 2024-08-05 at 17.33.48/aug_9.png,Screenshot 2024-08-05 at 17.33.48
augmented_symbols/Screenshot 2024-08-05 at 17.33.48/aug_8.png,Screenshot 2024-08-05 at 17.33.48
augmented_symbols/Screenshot 2024-08-05 at 17.23.15/aug_6.png,Screenshot 2024-08-05 at 17.23.15
augmented_symbols/Screenshot 2024-08-05 at 17.23.15/aug_7.png,Screenshot 2024-08-05 at 17.23.15
augmented_symbols/Screenshot 2024-08-05 at 17.23.15/aug_5.png,Screenshot 2024-08-05 at 17.23.15
augmented_symbols/Screenshot 2024-08-05 at 17.23.15/aug_4.png,Screenshot 2024-08-05 at 17.23.15
augmented_symbols/Screenshot 2024-08-05 at 17.23.15/aug_0.png,Screenshot 2024-08-05 at 17.23.15
augmented_symbols/Screenshot 2024-08-05 at 17.23.15/aug_1.png,Screenshot 2024-08-05 at 17.23.15
augmented_symbols/Screenshot 2024-08-05 at 17.23.15/aug_3.png,Screenshot 2024-08-05 at 17.23.15
augmented_symbols/Screenshot 2024-08-05 at 17.23.15/aug_2.png,Screenshot 2024-08-05 at 17.23.15
augmented_symbols/Screenshot 2024-08-05 at 17.23.15/aug_14.png,Screenshot 2024-08-05 at 17.23.15
augmented_symbols/Screenshot 2024-08-05 at 17.23.15/aug_15.png,Screenshot 2024-08-05 at 17.23.15
augmented_symbols/Screenshot 2024-08-05 at 17.23.15/aug_17.png,Screenshot 2024-08-05 at 17.23.15
augmented_symbols/Screenshot 2024-08-05 at 17.23.15/aug_16.png,Screenshot 2024-08-05 at 17.23.15
augmented_symbols/Screenshot 2024-08-05 at 17.23.15/aug_12.png,Screenshot 2024-08-05 at 17.23.15
augmented_symbols/Screenshot 2024-08-05 at 17.23.15/aug_13.png,Screenshot 2024-08-05 at 17.23.15
augmented_symbols/Screenshot 2024-08-05 at 17.23.15/aug_11.png,Screenshot 2024-08-05 at 17.23.15
augmented_symbols/Screenshot 2024-08-05 at 17.23.15/aug_10.png,Screenshot 2024-08-05 at 17.23.15
augmented_symbols/Screenshot 2024-08-05 at 17.23.15/aug_18.png,Screenshot 2024-08-05 at 17.23.15
augmented_symbols/Screenshot 2024-08-05 at 17.23.15/aug_19.png,Screenshot 2024-08-05 at 17.23.15
augmented_symbols/Screenshot 2024-08-05 at 17.23.15/aug_9.png,Screenshot 2024-08-05 at 17.23.15
augmented_symbols/Screenshot 2024-08-05 at 17.23.15/aug_8.png,Screenshot 2024-08-05 at 17.23.15
